seg_id,category,duration_s,ja_ref,hyp,cer,chrf++,bleu_char,rouge_l_f1,stt_elapsed_s
7266_28097_188.72_193.12,"패션,뷰티",4.400000000000006,いつもオレンジ色参考にしてくださっている方は本当にすみません。,いつもオレンジ色を参考にしてくださってる方は本当すみません。,0.1,55.39,75.71,0.9492,2.765999999974156
7266_28097_195.16_204.16,"패션,뷰티",9.0,やっぱり表面が分厚いと地詰めが持っていかれがちなんですよね。,やっぱね、表面があれですね、分厚いと地詰め持っていかれがちなんですよね。,0.2414,55.65,65.15,0.871,4.375
7266_28097_204.16_210.20,"패션,뷰티",6.039999999999992,表面が薄い方がパラッと剥がれるんですけど、,これ表面がね薄い方がパラッと剥がれるんですけど。,0.15,72.82,78.49,0.9302,3.5469999999913853
7266_28097_210.20_214.48,"패션,뷰티",4.280000000000001,ちょっとだけスポンジファイルをかけていきましょうか。,ちょっとだけスポンジファイルかけていきましょうか。,0.04,72.45,89.12,0.9796,2.8589999999967404
7266_28097_214.48_220.84,"패션,뷰티",6.360000000000014,粘着の部分もあったけど、粘着を取ってもやっぱりちょっと持っていかれてますね。,粘着の部分もあったけどでも粘着取ってもやっぱりちょっと持ってかれてますね。,0.1111,63.38,81.05,0.9444,3.7179999999934807
7266_28097_226.12_229.52,"패션,뷰티",3.4000000000000057,他の指もいきたいと思います。,ほかの指も行きたいと思います。,0.2308,49.81,61.63,0.8148,2.5320000000065193
7266_28097_229.52_236.04,"패션,뷰티",6.519999999999982,ここでもう1回プレップ入れて、,でここでもう一回クリップ入れて。,0.2857,34.65,50.39,0.7586,3.6719999999913853
7266_28097_236.04_242.00,"패션,뷰티",5.960000000000008,もう1回追加するとより取れやすい。,やっぱねもう一回追加するとよりとれやすい。,0.375,43.89,50.21,0.7778,2.562000000005355
7266_28097_24.96_35.64,"패션,뷰티",10.68,私のネイルは、いつも塗る時にも説明していますが、剥がせるベースジェルを使用しているので、今回も剥がしていきます。,で私のネイルはいつも塗る時にも説明していますが剥がせるベースジェル使用しているので今回も剥がしていきます。,0.0385,79.54,94.97,0.9808,5.0789999999979045
7266_28097_242.00_246.80,"패션,뷰티",4.800000000000011,ちょうど千恵子先生の前回のネイルチェンジアーカイブで見てました。,あっちょうど瀬古先生の前回のネイルチェンジをアーカイブで見てました。,0.1935,60.65,73.88,0.875,2.640999999974156
7266_28097_249.44_253.80,"패션,뷰티",4.360000000000014,ぜひ何回でも見ていただけるととても嬉しいです。,ぜひ何回でも見ていただけるととてもうれしいです。,0.0909,69.67,83.18,0.9333,2.937999999994645
7266_28097_255.04_260.20,"패션,뷰티",5.159999999999997,ちょうどマシン、マイネイルのオフしてました。,ちょうどマシンあっマイビールのあっオフしてましたを。,0.35,44.73,50.76,0.8,3.25
