seg_id,category,duration_s,ja_ref,hyp,cer,chrf++,bleu_char,rouge_l_f1,stt_elapsed_s
7266_28097_195.16_204.16,"패션,뷰티",9.0,やっぱり表面が分厚いと地詰めが持っていかれがちなんですよね。,表面が分厚いと地爪が持っていかれがちなんですよね。,0.2069,60.0,71.81,0.8679,0.125
7266_28097_204.16_210.20,"패션,뷰티",6.039999999999992,表面が薄い方がパラッと剥がれるんですけど、,表面が薄い方がパラッと剥がれるんですけど,0.0,100.0,100.0,1.0,0.10999999998603016
7266_28097_210.20_214.48,"패션,뷰티",4.280000000000001,ちょっとだけスポンジファイルをかけていきましょうか。,ちょっとだけスポンジファイルかけていきましょうか,0.04,72.45,89.12,0.9796,0.10900000005494803
7266_28097_214.48_220.84,"패션,뷰티",6.360000000000014,粘着の部分もあったけど、粘着を取ってもやっぱりちょっと持っていかれてますね。,粘着の部分もあったけど粘着とってもやっぱりちょっと持っていかれてますね,0.0556,74.39,89.75,0.9577,0.1410000000614673
7266_28097_226.12_229.52,"패션,뷰티",3.4000000000000057,他の指もいきたいと思います。,他の指もいきたいと思います,0.0,100.0,100.0,1.0,0.09399999992456287
7266_28097_229.52_236.04,"패션,뷰티",6.519999999999982,ここでもう1回プレップ入れて、,ここでもう1回プレップ入れて,0.0,100.0,100.0,1.0,0.10899999993853271
7266_28097_236.04_242.00,"패션,뷰티",5.960000000000008,もう1回追加するとより取れやすい。,やっぱねもう1回追加するとより取れやすい,0.25,80.86,78.29,0.8889,0.125
7266_28097_24.96_35.64,"패션,뷰티",10.68,私のネイルは、いつも塗る時にも説明していますが、剥がせるベースジェルを使用しているので、今回も剥がしていきます。,私のネイルは、いつも塗るときにも説明していますが、剥がせるベースジェルを使用しているので、今回も剥がしていきます。,0.0385,79.22,93.12,0.9714,0.21899999992456287
7266_28097_242.00_246.80,"패션,뷰티",4.800000000000011,ちょうど千恵子先生の前回のネイルチェンジアーカイブで見てました。,ちょうどチェコ先生の前回のネイルチェンジャーアーカイブで見てました,0.1613,60.65,73.88,0.875,0.125
7266_28097_249.44_253.80,"패션,뷰티",4.360000000000014,ぜひ何回でも見ていただけるととても嬉しいです。,ぜひ何回でも見ていただけるととても嬉しいです,0.0,100.0,100.0,1.0,0.10899999993853271
7266_28097_255.04_260.20,"패션,뷰티",5.159999999999997,ちょうどマシン、マイネイルのオフしてました。,ちょうどマシンマイネイルのオフしてました,0.0,100.0,100.0,1.0,0.1410000000614673
