seg_id,category,duration_s,ja_ref,hyp,cer,chrf++,bleu_char,rouge_l_f1,stt_elapsed_s
7266_28097_184.16_188.72,"패션,뷰티",4.560000000000002,久々に違う色をやりたいと思うので、,ちょっと久々に違う色をすいませんねやりたいと思うので,0.625,59.49,52.32,0.7619,0.35999999998603016
7266_28097_188.72_193.12,"패션,뷰티",4.400000000000006,いつもオレンジ色参考にしてくださっている方は本当にすみません。,いつもオレンジ色参考にしてくださってる方は本当すいません。,0.1,60.4,76.07,0.931,0.3440000000409782
7266_28097_195.16_204.16,"패션,뷰티",9.0,やっぱり表面が分厚いと地詰めが持っていかれがちなんですよね。,こうやっぱね表面があれですね分厚いと地爪持ってかれがちなんですよね。,0.4138,39.68,49.18,0.7742,0.46799999999348074
7266_28097_204.16_210.20,"패션,뷰티",6.039999999999992,表面が薄い方がパラッと剥がれるんですけど、,これ表面がね薄い方がパラッと剥がれるんですけど。,0.15,72.82,78.49,0.9302,0.3910000000614673
7266_28097_210.20_214.48,"패션,뷰티",4.280000000000001,ちょっとだけスポンジファイルをかけていきましょうか。,ちょっとだけスポンジファイルかけていきましょうか。,0.04,72.45,89.12,0.9796,0.3119999999180436
7266_28097_214.48_220.84,"패션,뷰티",6.360000000000014,粘着の部分もあったけど、粘着を取ってもやっぱりちょっと持っていかれてますね。,ねまあ粘着の部分もあったけど、でも粘着とってもやっぱりちょっと持ってかれてますね。,0.2222,59.75,71.86,0.88,0.5470000000204891
7266_28097_226.12_229.52,"패션,뷰티",3.4000000000000057,他の指もいきたいと思います。,他の指も行きたいと思います。,0.0769,55.76,76.12,0.9231,0.2190000000409782
7266_28097_229.52_236.04,"패션,뷰티",6.519999999999982,ここでもう1回プレップ入れて、,でここでもう一回ちょっとプレップ入れて。,0.4286,46.59,50.89,0.7879,0.4059999999590218
7266_28097_236.04_242.00,"패션,뷰티",5.960000000000008,もう1回追加するとより取れやすい。,おお、あやっぱね、もう一回追加するとより取れやすい。,0.5,62.6,56.36,0.7692,0.43799999996554106
7266_28097_24.96_35.64,"패션,뷰티",10.68,私のネイルは、いつも塗る時にも説明していますが、剥がせるベースジェルを使用しているので、今回も剥がしていきます。,で私のネイルはえっといつも塗るときにも説明していますが剥がせるベースジェル使用しているので今回も剥がしていきます。,0.1346,67.85,80.33,0.9259,0.8120000000344589
7266_28097_242.00_246.80,"패션,뷰티",4.800000000000011,ちょうど千恵子先生の前回のネイルチェンジアーカイブで見てました。,あちょうどジェコ先生の前回のネイルチェンジャーをライブで見てました。,0.2258,52.18,64.87,0.8125,0.5779999999795109
7266_28097_249.44_253.80,"패션,뷰티",4.360000000000014,ぜひ何回でも見ていただけるととても嬉しいです。,ぜひ何回でも見ていただけるととても嬉しいです。,0.0,100.0,100.0,1.0,0.3130000000819564
7266_28097_255.04_260.20,"패션,뷰티",5.159999999999997,ちょうどマシン、マイネイルのオフしてました。,ちょうどマシンあマイニールのあお知ってましたお,0.4,32.27,40.6,0.6977,0.39099999994505197
